,TEXT,Label
9217,Cancelling my JavaOne  http://ff.im/3nzTH,8
29388,@amhartnett That sounds like fun,2
25063,@ajaymohanreddy It's time to face the truth - expat Indians are practically Americans.,4
35266,@a_tall_blonde   ~~Hello~~~  and thanks for the follow.,2
27653,"neighborhood research today, Day 1 of 5....and a little bit of shopping",4
38755,@facibus @Allyeska's mum asked us to thank you for introducing us to Kenny's - we're having Mother's Day dinner here,4
6341,weather is making me gloomy,5
28842,hanging with Bri,4
10743,Maybe if I pay somebody they'll take care of me. I need a personal nurse.,5
22361,Thank God @aravindkumar is a sport and doesnt take offence in my jokes  Unlike the three good friends who have stopped talking to me!,3
22605,@angelofmel we should definately be in Paris that week. if I get a job we most certainly will be,4
14661,Humidity is NOT my friend! Just ask my hair,4
4516,will not be home til 10 pm tonight,4
27819,@maroon5princess I used to love you lol...so awesome...I knew you'd have an &quot;experience&quot; last night,1
26273,Wild Oats Pinot Grigio = v easy to drink,4
28128,@EverywhereTrip Lovely profile + website! Very neat... love the &quot;where is gary&quot; ticker!,0
34204,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x,2
35985,Good morning. Just bought flowers for mothers day and now it's breakfast time,4
37955,@Talula25 How have you been,4
22433,I'm not impressed that it almost always rains on Bank Holidays !! Stil... It's a free day - no college,4
8607,@fmpug doh! I'm out of town so I can't get my results from the mail,5
10500,@ep31 well twitter doesn't even work from my phone anymore,6
36846,had an awesome day at the zoo yes2dy!!!!! now gettin ready 4 church  yay!!!,2
11339,absolutley gutted i am this ill when a) it's this sunny outside and b) i have shit loads of revision to do for my c) exam on tuesday,5
38268,"@Exirel It's on today's menu, don't worry",4
5463,@uncomplex not sure I can make it afterall,5
23160,productive day 1,4
17408,Bah! Still at work. Lol my feet hurt and my nose won't stop running!,8
15252,"Ps BGT was both fab and sad, I thought Greg was awesome, sad he's gone but a child will always win in that situation sadly",8
23752,@kainaussie aww way to make me feel special,9
3712,Finally. Deleted her number from my phone contacts  #heartbreak,8
37168,@hilaryjp  I have sun here,2
29930,@tangokjewelry LOL!  Too true,4
8530,"I don't like the heat, as global warming will eventually destroy the Earth, and the sun will inevitably eat up our planet,  grim",6
11918,Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf,5
24409,"@sebby_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don't know if i like it, i'll wait till i get your opinion",5
5943,im tweeting... this is so hard... i dont get it...,6
38182,@vonnvonn why thank you. Couldn't resist it,5
18499,I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won't be so bad... I was wrong,8
35301,"I forgot, Happy Mom's day.",0
34967,@Carlkr please wear glasses in your next video!  you look amazing in them.,2
37008,@aewang he didn't know there was going to be a test,4
18164,For those of you heading out of vancity I've heard the hwy is closed east bound at cwack,9
25106,@SirLP  It's just because it's May the 4th.   May The Force be with you  etc.  You've got to know your Star Wars to really appreciate,2
23293,@Jeejee99 dat klinkt erg enthousiast,4
14461,"ï¿½ miss my future, ï¿½ wanna see her  ï¿½ for damn sure don't wanna wait til monday",5
15681,@cdevroe lucky! I can't see it tonight....,0
7063,I hate my arrival in the employee parking lot!,4
4771,@woodywoodford unfortunately I didn't leave the house in time,8
24238,heading off to schoool. going to have a good day. i just knoww...,2
31662,@waynemansfield  Mine are older than yours.,4
7806,Oh darn. Lost another follower.,8
39728,Is it OK to send iFlowers to your mom for Mother's Day trough this iPhone app? http://tr.im/kWnX,4
22633,http://tinyurl.com/67sk5r Follow my blog and I'll follow yours,9
10366,"@142Staircases I seriously miss you and you're right! I already asked Justin to teach me, but he hasn't told me how to yet.",5
21278,@tommcfly could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,5
36161,@scottiejen knackered! been awake since 5 as couldn't sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,11
31768,http://twitpic.com/4wdui - She's so festive aint' she hehe,2
31271,"@Joannah11 I've had @hempware for a while now, just in case. And yeah, I start work there again tomorrow. Very excited",2
34887,"@shibuya246 yeah, but no closer to the secret of stumble.",8
16679,Rain  oh well it's still Friday!!,9
29759,@liz920 I would notice...,4
24827,"@stephiekwan And ooh, you changed your Twitter name! I approve whole heartedly.",0
5099,"@karleemay Thank You, Sweetie. I just don' understand how people can be mad at me for something THEY made as a choice in life..",0
10167,"@chezpim they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets",6
16241,"lovely, my plans have been canceled for the night. another night home alone for me. un-yay",4
25056,@chiacy thats much better than the flu syndrome!,3
24162,"@stephjacko hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x",9
39803,waiting for the battery to charge for my new DSLR,4
24533,@mombloggersclub Good morning,2
11788,no #thedailyshow this week,8
26402,"@red_sunflower yeah, somehow it was one  i'm hoping for someone to have taped it *iz coward herself*",5
15240,its raining in MD,4
22017,@SeanTheROBOT  Awesome pics  Love them. btw Still Loving the Amajanese Takeover too!~,0
27701,"@mcherrywv Yes I know  as my school reports would say 'must do much better' Ah well, just in time huh  http://myloc.me/tHq",5
33390,Waiting to go to bed. Had a great weekend,1
24927,i feel in love with pizza girl... now i eat pizza everyday,0
3959,"@Smileyquanta oh, is it good? I've been wanting to watch that movie but nooobody would watch it w/me",8
26907,@EmmaRileySutton Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?,0
8178,This is California it has to be sunny... But its not ::::: makes me kinda sad,8
12043,"@officialjman thanks for wishing me luck a couple of weeks ago on getting into a higher choir, but i didn't make it",5
38244,Listening 'Hallelujah' on Youtube. Leonard Cohen wins.  #xfactor,4
15768,Crisis: forgot my fringe comb  I'm with men....no one will help me,8
35265,@Immunerock Good luck on Monday!  Keep on rockin',0
20403,likes the reports from testers of his new package for Synology diskstations  http://plurk.com/p/ror5d,0
4486,@addisontodd um hi. Good morning. Rough night?,4
14023,is cold and wished to go back to bed,3
9631,tummy hurts,4
13614,"I can't go out when my heart is home sick  even if it is my bday, family health comes 1st",5
12121,@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno,11
26957,"@roediger316 It wasn't the best flick, to be sure.  I'm just ready for &quot;Star Trek&quot; now",6
14090,Gees can this week get anymore horrible....now i cant go to spain,5
11344,i don't know what to do... time is going by so fast.,10
11688,"@angiemartinez me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible",8
30176,I learned the Hoedown Throwdown!,4
22422,"Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers",4
31694,"Aserejï¿½, ja deje dejebe tudejebe de  sebiunouva majabi an de bugui an de buididipï¿½    learning spanish through a song",4
28274,yeah  just made twitter,2
26097,@sugarreddrive thx 4 following  r y a band? What kind of genre that y play? Nice to meet all of y,2
18145,Just finished bowling with my family.  It's definately not the same as with my friends,5
649,recapping on britains got talent. britain seems more talented than america,9
36411,is having a lazy sunday,1
101,@mrgenius23 You win ... SIGH Rakeem,6
6425,"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad",8
17446,Is it wrong that I love John Travolta,0
3660,@MGChislett  Is there going to be any more TAI TV? Ah I hope so,5
5975,kate is leaving me all by my lonesome,4
615,finished a whole box of ice cream,8
14988,Feeling deflated. Hubby saw swing set &amp; thinks is a piece of junk. I thought I had found something good 4 the kids,8
18039,My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!!,6
35019,Amost there,2
10844,I am so bored,5
21409,hee hallo @questredactie,4
33452,"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there's this guy in the video that's really frickin hot!",0
4,"@dannycastillo We want to trade with someone who has Houston tickets, but no one will.",4
15583,Sad duck day.,8
26452,Today Tina and I have officially been together for 5 years.  Longest consecutive time I've ever spent with one woman.   I love you babe!,0
7632,everybody is sick,5
28704,@EverRaven I figured you'd be bouncing about it,2
27114,it's monday. yayy.. need to get my demi lovato tickets before they sell out!,2
3843,@mylivetweets where were u?  (via @evregirl) - Meetings...,4
20583,@HlywdScrnwriter I've thought about it several times . got a few good friends there!,4
21289,Redford - Sufjan Stevens ][ for @yoochun ill make you cry again &lt;3  @mimacruz sure no prob slugger ;;) add th... ? http://blip.fm/~5jdtm,6
29657,nursing my scratches and bumps from Festivus mud wrestling. I swear there's still dirt in my hair but a good time was had by all,2
24615,@LiesX I see,4
33667,@mens_STYLE  I like it,9
11050,"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I'm hungry.",5
19107,@edincoat Oh no  I hope you reach him!,5
39373,@priyaflorence I'll say  Even I don't do Dominos anymore - I prefer Pizza Hut's crunchy fresh veggie pizzas,4
16384,@tbortnyk i know the feeling,4
20491,"@nagatep grabe, norms. i researched; dami pala flamenco forms and sub-forms. kaloka!  i attempted a Solea. kaloka ang 12-beat!",4
11787,@eddieishere can only walk on streets as am in london town....no fields,8
20897,@JennaMadison lol   What are your plans for today (or should I say tomorrow) then ?,4
16950,Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    fuck it like Andrea said! Haha,2
25443,"Working on a bank holiday, but I don't mind - it's all good fun",5
5556,just realized i gained 40 pounds in the last year  http://bit.ly/wCr3a,5
36862,@utjenn  Do u mean ur tired because u have 2 go 2 work or u got ur Wii 2 work &amp; now ur tired?,4
17375,I should stop trying to reach @mitchelmusso,4
10018,Wishing I made enough money to do whatever I want! Sux... No money in education,5
22009,@grcrssl Helloooo (: Star Wars day is cool  LOOL. Wen do you go to Cnaterbury then ? x,0
35211,@tldavidson Totally!!! Rock onnnn!,0
32000,"@ReBeLR My day was cool, a lil twisted...  I won't spam twitter like I did last week tho.",4
33371,wants to increased my karma ~  http://plurk.com/p/suiva,4
11831,"@lisamh77 Concord &amp; Irvine, CA only. That's it for '09.",4
25347,Happy Monday!  Lots of little things to do today!  Tried to water plants out front very early in jammies! Got caught by two neighbors!!,2
36035,HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE !!!,0
34076,Dang Im going to be in the Philippines when the new Transformers movie comes out... but honestly Im not too upset.,4
11576,i used to have an ozzy osbourne pillow with his face on it. my mom threw it out. i miss that thing.,5
2195,"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)",2
14728,My big mistake for today is falling asleep while i got lots of things to do,5
5493,http://pic.im/4d8   Horten moss kï¿½,4
22266,@tomfelton http://twitpic.com/4jam0 - Oh it's so beautiful! I'm happy you had a great time! Heartz,2
8581,@jewelinthesky was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled,8
13736,@KellyCombs  I'm bummed to miss you.   Hope you enjoy your writing conf. tho!,8
30079,@akoyamiazaki #steel toe boots - Good to hear that you're comfy. Hopefully they are Kodiak or Terra brand,1
20547,@trinemt I'm excited! Hust let me know when you want to go over to Lucky7 Tattoos,9
26382,@thinksmith we need to talk  you are one step ahead... i know another two people who are also one step ahead,4
20578,@WollemiPine probably because it's getting chilly here,5
29079,"@justjen97 BTW, do not plan anything for next Sunday. But do find out times they're showing Wolverine. I will take us to the movies!",4
